Month,DayOfWeek,PdDistrict,X,Y,Category
May,Wednesday,RICHMOND,-122.513642064265,37.77846921994671,LARCENY/THEFT
May,Wednesday,BAYVIEW,-122.39742619472601,37.7684401585615,NON-CRIMINAL
May,Wednesday,RICHMOND,-122.484873334981,37.7820231786465,NON-CRIMINAL
May,Wednesday,PARK,-122.45353456066002,37.76916629780521,WARRANTS
May,Wednesday,MISSION,-122.42249041028,37.7480144418715,OTHER OFFENSES
May,Wednesday,RICHMOND,-122.462138602289,37.78012729919,NON-CRIMINAL
May,Wednesday,CENTRAL,-122.406977563692,37.789918101686,NON-CRIMINAL
May,Wednesday,INGLESIDE,-122.43363939685,37.71475331846121,OTHER OFFENSES
May,Tuesday,CENTRAL,-122.41417943719,37.787502483207,LARCENY/THEFT
May,Tuesday,MISSION,-122.42249041028,37.7480144418715,ASSAULT
May,Tuesday,TARAVAL,-122.482825696845,37.7384469378427,OTHER OFFENSES
May,Monday,TARAVAL,-122.475644251197,37.7430505534925,NON-CRIMINAL
May,Monday,TARAVAL,-122.47013676859801,37.7246284241725,OTHER OFFENSES
May,Monday,INGLESIDE,-122.417678812123,37.7107672954351,ASSAULT
May,Monday,MISSION,-122.419671780296,37.7650501214668,NON-CRIMINAL
May,Monday,SOUTHERN,-122.41135913835699,37.7764944808779,DRUG/NARCOTIC
May,Sunday,CENTRAL,-122.40610663336099,37.79361439203321,ASSAULT
May,Saturday,BAYVIEW,-122.400130573297,37.730092539032704,ASSAULT
May,Saturday,MISSION,-122.421733767763,37.7632996945938,LARCENY/THEFT
May,Saturday,NORTHERN,-122.42895003272699,37.7675027326801,LARCENY/THEFT
May,Friday,RICHMOND,-122.47883756626301,37.7728124773101,OTHER OFFENSES
May,Friday,SOUTHERN,-122.415444159886,37.7780245674641,SUSPICIOUS OCC
May,Friday,INGLESIDE,-122.43910409951,37.7188312165165,LARCENY/THEFT
May,Friday,INGLESIDE,-122.430882107404,37.7411103225307,BURGLARY
Apr,Thursday,CENTRAL,-122.415373701241,37.7893203404507,NON-CRIMINAL
Apr,Thursday,INGLESIDE,-122.43018305375601,37.7298605291009,ASSAULT
Apr,Thursday,CENTRAL,-122.39964453345101,37.800628207565495,OTHER OFFENSES
Apr,Thursday,PARK,-122.439595829226,37.779601182554394,OTHER OFFENSES
Apr,Thursday,SOUTHERN,-122.408673540372,37.7800574377607,BURGLARY
Apr,Wednesday,NORTHERN,-122.42644916153401,37.7851513851678,OTHER OFFENSES
Apr,Wednesday,TARAVAL,-122.479688370076,37.7540969002795,LARCENY/THEFT
Apr,Wednesday,MISSION,-122.419978651361,37.7601885649193,NON-CRIMINAL
Apr,Wednesday,MISSION,-122.409121399225,37.7519787472165,MISSING PERSON
Apr,Wednesday,SOUTHERN,-122.40340479147899,37.775420706711,LARCENY/THEFT
Apr,Wednesday,MISSION,-122.41747701285,37.764357751686,SUSPICIOUS OCC
Apr,Wednesday,NORTHERN,-122.431979576386,37.7800478529923,ASSAULT
Apr,Tuesday,BAYVIEW,-122.405610268222,37.732438864982,NON-CRIMINAL
Apr,Tuesday,BAYVIEW,-122.39800417734,37.7190331787318,ASSAULT
Apr,Tuesday,CENTRAL,-122.415618823722,37.8072756032801,LARCENY/THEFT
Apr,Tuesday,CENTRAL,-122.410699657634,37.7869881885308,NON-CRIMINAL
Apr,Monday,CENTRAL,-122.416655593468,37.795669583648,LARCENY/THEFT
Apr,Monday,NORTHERN,-122.423898239301,37.7725026632238,ROBBERY
Apr,Monday,NORTHERN,-122.423898239301,37.7725026632238,LARCENY/THEFT
Apr,Monday,INGLESIDE,-122.400429640823,37.7171464036619,OTHER OFFENSES
Apr,Monday,INGLESIDE,-122.43833067235,37.720016290744,DRUG/NARCOTIC
Apr,Sunday,TARAVAL,-122.48356927083799,37.7230650556781,VEHICLE THEFT
Apr,Sunday,SOUTHERN,-122.401161555602,37.7820238478975,VANDALISM
Apr,Sunday,TENDERLOIN,-122.40801449292,37.7859507767613,WARRANTS
