Month,DayOfWeek,PdDistrict,X,Y,Category
May,Wednesday,RICHMOND,-122.513642064265,37.77846921994671,LARCENY/THEFT
May,Wednesday,CENTRAL,-122.40979166229299,37.7985083480435,NON-CRIMINAL
May,Wednesday,INGLESIDE,-122.42286568411801,37.73947657220271,LARCENY/THEFT
May,Wednesday,MISSION,-122.419350173229,37.76101609120561,BURGLARY
May,Wednesday,MISSION,-122.40545578922399,37.7543370820935,ASSAULT
May,Wednesday,PARK,-122.448161924701,37.7718254753062,OTHER OFFENSES
May,Wednesday,TARAVAL,-122.475287886078,37.737452716497394,OTHER OFFENSES
May,Wednesday,MISSION,-122.42380300190099,37.7615655928045,OTHER OFFENSES
May,Tuesday,PARK,-122.446432100907,37.750241057883,LARCENY/THEFT
May,Tuesday,BAYVIEW,-122.389874469393,37.775412860863206,LARCENY/THEFT
May,Tuesday,SOUTHERN,-122.39998111123998,37.7776242389287,NON-CRIMINAL
May,Monday,MISSION,-122.40898343975901,37.751987040935,ASSAULT
May,Monday,CENTRAL,-122.403822206288,37.79007905288,LARCENY/THEFT
May,Monday,TENDERLOIN,-122.413609328985,37.784696907904,ROBBERY
May,Monday,NORTHERN,-122.420775721444,37.78677548206471,NON-CRIMINAL
May,Monday,TENDERLOIN,-122.41198764359501,37.7850226622786,OTHER OFFENSES
May,Sunday,INGLESIDE,-122.42561645123,37.73935051446279,NON-CRIMINAL
May,Saturday,TENDERLOIN,-122.41198764359501,37.7850226622786,NON-CRIMINAL
May,Saturday,CENTRAL,-122.405744762009,37.791498082842494,LARCENY/THEFT
May,Saturday,SOUTHERN,-122.39430447519399,37.780090530592396,OTHER OFFENSES
May,Friday,BAYVIEW,-122.387035897704,37.7336026496641,DRUG/NARCOTIC
May,Friday,MISSION,-122.43403618214,37.7632941952462,SUSPICIOUS OCC
May,Friday,TARAVAL,-122.459137143668,37.717036817868205,OTHER OFFENSES
Apr,Thursday,RICHMOND,-122.45902003410299,37.784445885688704,LARCENY/THEFT
Apr,Thursday,BAYVIEW,-122.39653380353901,37.7619236146285,ROBBERY
Apr,Thursday,TARAVAL,-122.466235239779,37.7244048814203,LARCENY/THEFT
Apr,Thursday,SOUTHERN,-122.40652098714399,37.7850629421661,ASSAULT
Apr,Thursday,SOUTHERN,-122.410416664036,37.7727234013654,LARCENY/THEFT
Apr,Thursday,SOUTHERN,-122.39044241737801,37.7867889414482,OTHER OFFENSES
Apr,Wednesday,CENTRAL,-122.40883372829,37.8042489588778,OTHER OFFENSES
Apr,Wednesday,PARK,-122.44803934868901,37.775115610398295,OTHER OFFENSES
Apr,Wednesday,NORTHERN,-122.42844230761101,37.7789982847524,OTHER OFFENSES
Apr,Wednesday,RICHMOND,-122.513642064265,37.77846921994671,LARCENY/THEFT
Apr,Wednesday,MISSION,-122.419671780296,37.7650501214668,OTHER OFFENSES
Apr,Wednesday,SOUTHERN,-122.402917180962,37.7732011737995,ASSAULT
Apr,Wednesday,BAYVIEW,-122.388318045049,37.757939423202,LARCENY/THEFT
Apr,Tuesday,TARAVAL,-122.485301659808,37.7585067963556,NON-CRIMINAL
Apr,Tuesday,SOUTHERN,-122.405618998022,37.7785045190918,SUSPICIOUS OCC
Apr,Tuesday,NORTHERN,-122.439280584538,37.8050074623635,LARCENY/THEFT
Apr,Monday,NORTHERN,-122.432387723436,37.7900426050846,LARCENY/THEFT
Apr,Monday,SOUTHERN,-122.40738717209801,37.7810688918781,DRUG/NARCOTIC
Apr,Monday,BAYVIEW,-122.386304220968,37.7349050342849,BURGLARY
Apr,Monday,NORTHERN,-122.432116233695,37.7800304351156,MISSING PERSON
Apr,Monday,TARAVAL,-122.481991891593,37.7399499344871,ASSAULT
