Dataset,Attribute,Criterion Difference Name,Paired t-statistics on Accuracy with Missing Values,Degrees of Freedom of Accuracy with Missing Values,P-value t-statistics on Accuracy with Missing Values,Paired t-statistics on Accuracy without Missing Values,Degrees of Freedom of Accuracy without Missing Values,P-value t-statistics on Accuracy without Missing Values,Paired t-statistics on Number of Nodes,Degrees of Freedom of Number of Nodes,P-value t-statistics on Number of Nodes
Mushroom,ring-number,Twoing - GW Squared Gini,-3.784827028968692,29,0.999642389456,-3.784827028968692,29,0.999642389456,0.0,29,0.5
Mushroom,ring-number,LS Squared Gini - GW Squared Gini,0.0,29,0.5,0.0,29,0.5,0.0,29,0.5
Mushroom,stalk-surface-below-ring,GW Chi Square - LS Chi Square,0.0,29,0.5,0.0,29,0.5,0.0,29,0.5
Mushroom,stalk-surface-below-ring,GW Chi Square - Twoing,0.0,29,0.5,0.0,29,0.5,0.0,29,0.5
Mushroom,stalk-surface-below-ring,GW Chi Square - LS Squared Gini,39.37426216752163,29,0.0,39.37426216752163,29,0.0,0.0,29,0.5
Mushroom,stalk-surface-below-ring,GW Chi Square - GW Squared Gini,8.840431257200052,29,5.00185226571e-10,8.840431257200052,29,5.00185226571e-10,1.0,29,0.162790994008
Mushroom,stalk-surface-below-ring,LS Chi Square - Twoing,0.0,29,0.5,0.0,29,0.5,0.0,29,0.5
Mushroom,stalk-surface-below-ring,LS Chi Square - LS Squared Gini,39.37426216752163,29,0.0,39.37426216752163,29,0.0,0.0,29,0.5
Mushroom,stalk-surface-below-ring,LS Chi Square - GW Squared Gini,8.840431257200052,29,5.00185226571e-10,8.840431257200052,29,5.00185226571e-10,1.0,29,0.162790994008
Mushroom,stalk-surface-below-ring,Twoing - LS Squared Gini,39.37426216752163,29,0.0,39.37426216752163,29,0.0,0.0,29,0.5
Mushroom,stalk-surface-below-ring,Twoing - GW Squared Gini,8.840431257200052,29,5.00185226571e-10,8.840431257200052,29,5.00185226571e-10,1.0,29,0.162790994008
