Month,DayOfWeek,PdDistrict,X,Y,Category
May,Wednesday,CENTRAL,-122.405744762009,37.791498082842494,LARCENY/THEFT
May,Wednesday,CENTRAL,-122.41370505887501,37.7890640478934,LARCENY/THEFT
May,Wednesday,MISSION,-122.42249041028,37.7480144418715,OTHER OFFENSES
May,Wednesday,MISSION,-122.414089000708,37.75250507857579,OTHER OFFENSES
May,Wednesday,NORTHERN,-122.42234814385701,37.777861775969896,LARCENY/THEFT
May,Wednesday,BAYVIEW,-122.393627208249,37.763662802891,SUSPICIOUS OCC
May,Tuesday,CENTRAL,-122.402204951701,37.797967461045296,LARCENY/THEFT
May,Tuesday,INGLESIDE,-122.43981137218799,37.710096482858795,VEHICLE THEFT
May,Tuesday,RICHMOND,-122.472707844576,37.777752884469294,DRUG/NARCOTIC
May,Tuesday,TARAVAL,-122.50180154774,37.74655644758779,BURGLARY
May,Tuesday,TARAVAL,-122.458822989017,37.70844495807921,SUSPICIOUS OCC
May,Tuesday,SOUTHERN,-122.405395493939,37.7835100715421,LARCENY/THEFT
May,Monday,SOUTHERN,-122.40650848700301,37.7803313209065,LARCENY/THEFT
May,Monday,MISSION,-122.420070483636,37.7649720006151,NON-CRIMINAL
May,Monday,INGLESIDE,-122.43239831371099,37.7378218134824,OTHER OFFENSES
May,Monday,NORTHERN,-122.432951589917,37.805052022888106,ASSAULT
May,Sunday,SOUTHERN,-122.40389095544501,37.7824014072132,VANDALISM
May,Sunday,NORTHERN,-122.439368478152,37.799931938621505,LARCENY/THEFT
May,Sunday,NORTHERN,-122.43047083796002,37.79304577203821,BURGLARY
May,Saturday,SOUTHERN,-122.395067626916,37.78070181193871,OTHER OFFENSES
May,Saturday,MISSION,-122.422765653167,37.749549771188,LARCENY/THEFT
May,Saturday,CENTRAL,-122.40979166229299,37.7985083480435,NON-CRIMINAL
May,Friday,MISSION,-122.421082850193,37.764910844225994,NON-CRIMINAL
Apr,Thursday,PARK,-122.44438053783001,37.7736811131559,LARCENY/THEFT
Apr,Thursday,CENTRAL,-122.41254519939,37.8019305813748,OTHER OFFENSES
Apr,Thursday,MISSION,-122.413045094052,37.7589402059414,NON-CRIMINAL
Apr,Thursday,NORTHERN,-122.420906968642,37.7840676683775,LARCENY/THEFT
Apr,Thursday,SOUTHERN,-122.40340479147899,37.775420706711,DRUG/NARCOTIC
Apr,Wednesday,TENDERLOIN,-122.407244087032,37.7865647607685,LARCENY/THEFT
