Month,DayOfWeek,PdDistrict,X,Y,Category
May,Wednesday,CENTRAL,-122.419087676747,37.8078015516515,LARCENY/THEFT
May,Wednesday,CENTRAL,-122.405744762009,37.791498082842494,LARCENY/THEFT
May,Wednesday,CENTRAL,-122.419616109671,37.8019942438049,LARCENY/THEFT
May,Wednesday,BAYVIEW,-122.39627030123998,37.7504525015629,ASSAULT
May,Wednesday,TARAVAL,-122.48718586535401,37.7528149846179,SUSPICIOUS OCC
May,Wednesday,PARK,-122.43874173736799,37.779659315025796,LARCENY/THEFT
May,Wednesday,NORTHERN,-122.42341305720501,37.795737109246,OTHER OFFENSES
May,Wednesday,SOUTHERN,-122.40738897308701,37.7756106325157,BURGLARY
May,Wednesday,SOUTHERN,-122.41966671791701,37.7746823329875,ASSAULT
May,Tuesday,TARAVAL,-122.476555446478,37.756108068759495,OTHER OFFENSES
May,Tuesday,MISSION,-122.40633841268499,37.7530042877223,OTHER OFFENSES
May,Tuesday,TARAVAL,-122.46592276355,37.7574923528497,NON-CRIMINAL
May,Tuesday,NORTHERN,-122.4345637373,37.784150491588704,LARCENY/THEFT
May,Tuesday,TARAVAL,-122.49770432371,37.7247384376425,LARCENY/THEFT
May,Tuesday,MISSION,-122.417499429971,37.753084671409,MISSING PERSON
May,Tuesday,CENTRAL,-122.406429633461,37.8065688614525,LARCENY/THEFT
May,Tuesday,CENTRAL,-122.418675207551,37.797334326683995,LARCENY/THEFT
May,Tuesday,TARAVAL,-122.467514101042,37.7658764339105,OTHER OFFENSES
May,Monday,MISSION,-122.41947048851499,37.762270173991396,VANDALISM
May,Monday,NORTHERN,-122.420307355721,37.788698951164704,LARCENY/THEFT
May,Monday,PARK,-122.459238740294,37.7553267974105,LARCENY/THEFT
May,Monday,MISSION,-122.419000392908,37.7490438282871,BURGLARY
May,Monday,RICHMOND,-122.463619720746,37.7877058663492,VEHICLE THEFT
May,Monday,NORTHERN,-122.427547316161,37.7743874920837,VEHICLE THEFT
May,Monday,CENTRAL,-122.41084562422701,37.792315874764704,NON-CRIMINAL
May,Monday,NORTHERN,-122.431718384836,37.770034014141004,OTHER OFFENSES
May,Monday,SOUTHERN,-122.40984578319599,37.7752407085662,DRUG/NARCOTIC
May,Monday,RICHMOND,-122.493588244515,37.7759407137274,LARCENY/THEFT
May,Monday,MISSION,-122.415613440278,37.7693628812304,OTHER OFFENSES
May,Monday,NORTHERN,-122.43008226056699,37.7676627490086,LARCENY/THEFT
May,Sunday,TARAVAL,-122.47010439701401,37.7414237082254,VEHICLE THEFT
May,Sunday,NORTHERN,-122.422077244771,37.7932061828752,VEHICLE THEFT
May,Sunday,TENDERLOIN,-122.413893155951,37.782346520672995,WARRANTS
May,Sunday,CENTRAL,-122.415654629547,37.7864672409674,BURGLARY
May,Sunday,SOUTHERN,-122.407376463936,37.7799892619986,NON-CRIMINAL
May,Sunday,SOUTHERN,-122.403464080033,37.7785233776032,LARCENY/THEFT
May,Saturday,TENDERLOIN,-122.409523740653,37.7857602954934,OTHER OFFENSES
May,Saturday,TENDERLOIN,-122.409853729941,37.7833862379382,ASSAULT
May,Saturday,SOUTHERN,-122.399724574663,37.7832351787318,LARCENY/THEFT
May,Saturday,MISSION,-122.410600103463,37.7675325594031,VEHICLE THEFT
May,Saturday,SOUTHERN,-122.40669059226101,37.7852071918419,LARCENY/THEFT
May,Saturday,SOUTHERN,-122.390531404145,37.780607079847705,OTHER OFFENSES
May,Saturday,MISSION,-122.427997868834,37.7517260359895,LARCENY/THEFT
May,Friday,NORTHERN,-122.41694856587601,37.780468926847895,LARCENY/THEFT
May,Friday,PARK,-122.446432100907,37.750241057883,LARCENY/THEFT
May,Friday,TARAVAL,-122.469852411085,37.719652710408795,LARCENY/THEFT
Apr,Thursday,PARK,-122.439762815886,37.780424329861795,VANDALISM
Apr,Thursday,NORTHERN,-122.418996371999,37.7821689138292,LARCENY/THEFT
