Dataset,Attribute,Criterion,Number of times is statistically better with missing values,Number of times is statistically better without missing values,Number of times has statistically larger number of nodes,Number of times is statistically worse with missing values,Number of times is statistically worse without missing values,Number of times has statistically smaller number of nodes
Adult Census Income,workclass,LS Chi Square,0,0,0,0,0,0
Adult Census Income,workclass,LS Squared Gini,0,0,0,0,0,0
Adult Census Income,workclass,Twoing,0,0,0,0,0,0
Cars,buying,GW Chi Square,0,0,0,0,0,0
Cars,buying,GW Squared Gini,0,0,0,0,0,0
Cars,buying,LS Chi Square,0,0,0,0,0,0
Cars,buying,LS Squared Gini,0,0,0,0,0,0
Cars,buying,Twoing,0,0,0,0,0,0
Cars,doors,GW Chi Square,0,0,0,0,0,0
Cars,doors,GW Squared Gini,0,0,0,0,0,0
Cars,doors,LS Chi Square,0,0,0,0,0,0
Cars,doors,LS Squared Gini,0,0,0,0,0,0
Cars,doors,Twoing,0,0,0,0,0,0
Cars,lug_boot,GW Chi Square,0,0,0,0,0,0
Cars,lug_boot,GW Squared Gini,0,0,0,0,0,0
Cars,lug_boot,LS Chi Square,0,0,0,0,0,0
Cars,lug_boot,LS Squared Gini,0,0,0,0,0,0
Cars,lug_boot,Twoing,0,0,0,0,0,0
Cars,maint,GW Chi Square,0,0,0,0,0,0
Cars,maint,GW Squared Gini,0,0,0,0,0,0
Cars,maint,LS Chi Square,0,0,0,0,0,0
Cars,maint,LS Squared Gini,0,0,0,0,0,0
Cars,maint,Twoing,0,0,0,0,0,0
Cars,persons,GW Chi Square,0,0,0,0,0,0
Cars,persons,GW Squared Gini,0,0,0,0,0,0
Cars,persons,LS Chi Square,0,0,0,0,0,0
Cars,persons,LS Squared Gini,0,0,0,0,0,0
Cars,persons,Twoing,0,0,0,0,0,0
Cars,safety,GW Chi Square,0,0,0,0,0,0
Cars,safety,GW Squared Gini,0,0,0,0,0,0
Cars,safety,LS Chi Square,0,0,0,0,0,0
Cars,safety,LS Squared Gini,0,0,0,0,0,0
Cars,safety,Twoing,0,0,0,0,0,0
Cars with Aggreg,CONFORT,GW Chi Square,0,0,0,0,0,0
Cars with Aggreg,CONFORT,GW Squared Gini,0,0,0,0,0,0
Cars with Aggreg,CONFORT,LS Chi Square,0,0,0,0,0,0
Cars with Aggreg,CONFORT,LS Squared Gini,0,0,0,0,0,0
Cars with Aggreg,CONFORT,Twoing,0,0,0,0,0,0
Cars with Aggreg,PRICE,GW Chi Square,0,0,0,0,0,0
Cars with Aggreg,PRICE,GW Squared Gini,0,0,0,0,0,0
Cars with Aggreg,PRICE,LS Chi Square,0,0,0,0,0,0
Cars with Aggreg,PRICE,LS Squared Gini,0,0,0,0,0,0
Cars with Aggreg,PRICE,Twoing,0,0,0,0,0,0
Cars with Aggreg,buying,GW Chi Square,0,0,0,0,0,0
Cars with Aggreg,buying,GW Squared Gini,0,0,0,0,0,0
Cars with Aggreg,buying,LS Chi Square,0,0,0,0,0,0
Cars with Aggreg,buying,LS Squared Gini,0,0,0,0,0,0
Cars with Aggreg,buying,Twoing,0,0,0,0,0,0
Cars with Aggreg,doors,GW Chi Square,0,0,0,0,0,0
Cars with Aggreg,doors,GW Squared Gini,0,0,0,0,0,0
Cars with Aggreg,doors,LS Chi Square,0,0,0,0,0,0
Cars with Aggreg,doors,LS Squared Gini,0,0,0,0,0,0
Cars with Aggreg,doors,Twoing,0,0,0,0,0,0
Cars with Aggreg,lug_boot,GW Chi Square,0,0,0,0,0,0
Cars with Aggreg,lug_boot,GW Squared Gini,0,0,0,0,0,0
Cars with Aggreg,lug_boot,LS Chi Square,0,0,0,0,0,0
Cars with Aggreg,lug_boot,LS Squared Gini,0,0,0,0,0,0
Cars with Aggreg,lug_boot,Twoing,0,0,0,0,0,0
Cars with Aggreg,maint,GW Chi Square,0,0,0,0,0,0
Cars with Aggreg,maint,GW Squared Gini,0,0,0,0,0,0
Cars with Aggreg,maint,LS Chi Square,0,0,0,0,0,0
Cars with Aggreg,maint,LS Squared Gini,0,0,0,0,0,0
Cars with Aggreg,maint,Twoing,0,0,0,0,0,0
Cars with Aggreg,persons,GW Chi Square,0,0,0,0,0,0
Cars with Aggreg,persons,GW Squared Gini,0,0,0,0,0,0
Cars with Aggreg,persons,LS Chi Square,0,0,0,0,0,0
Cars with Aggreg,persons,LS Squared Gini,0,0,0,0,0,0
Cars with Aggreg,persons,Twoing,0,0,0,0,0,0
Cars with Aggreg,safety,GW Chi Square,0,0,0,0,0,0
Cars with Aggreg,safety,GW Squared Gini,0,0,0,0,0,0
Cars with Aggreg,safety,LS Chi Square,0,0,0,0,0,0
Cars with Aggreg,safety,LS Squared Gini,0,0,0,0,0,0
Cars with Aggreg,safety,Twoing,0,0,0,0,0,0
Contraceptive,husbands_education,GW Chi Square,0,0,0,0,0,0
Contraceptive,husbands_education,GW Squared Gini,0,0,0,0,0,0
Contraceptive,husbands_education,LS Chi Square,0,0,0,0,0,0
Contraceptive,husbands_education,LS Squared Gini,0,0,0,0,0,0
Contraceptive,husbands_education,Twoing,0,0,0,0,0,0
Contraceptive,husbands_occupation,GW Chi Square,0,0,2,1,1,0
Contraceptive,husbands_occupation,GW Squared Gini,3,3,0,0,0,3
Contraceptive,husbands_occupation,LS Chi Square,0,0,2,1,1,0
Contraceptive,husbands_occupation,LS Squared Gini,0,0,0,0,0,3
Contraceptive,husbands_occupation,Twoing,0,0,2,1,1,0
Contraceptive,media_exposure,GW Chi Square,0,0,0,0,0,0
Contraceptive,media_exposure,GW Squared Gini,0,0,0,0,0,0
Contraceptive,media_exposure,LS Chi Square,0,0,0,0,0,0
Contraceptive,media_exposure,LS Squared Gini,0,0,0,0,0,0
Contraceptive,media_exposure,Twoing,0,0,0,0,0,0
Contraceptive,standard_of_living_index,GW Chi Square,0,0,0,0,0,0
Contraceptive,standard_of_living_index,GW Squared Gini,0,0,0,0,0,0
Contraceptive,standard_of_living_index,LS Chi Square,0,0,0,0,0,0
Contraceptive,standard_of_living_index,LS Squared Gini,0,0,0,0,0,0
Contraceptive,standard_of_living_index,Twoing,0,0,0,0,0,0
Contraceptive,wife_is_working,GW Chi Square,0,0,0,0,0,0
Contraceptive,wife_is_working,GW Squared Gini,0,0,0,0,0,0
Contraceptive,wife_is_working,LS Chi Square,0,0,0,0,0,0
Contraceptive,wife_is_working,LS Squared Gini,0,0,0,0,0,0
Contraceptive,wife_is_working,Twoing,0,0,0,0,0,0
Contraceptive,wifes_education,GW Chi Square,0,0,1,2,2,1
Contraceptive,wifes_education,GW Squared Gini,3,3,1,0,0,1
Contraceptive,wifes_education,LS Chi Square,0,0,1,3,3,1
Contraceptive,wifes_education,LS Squared Gini,1,1,0,2,2,4
Contraceptive,wifes_education,Twoing,3,3,4,0,0,0
Contraceptive,wifes_religion,GW Chi Square,0,0,0,0,0,0
Contraceptive,wifes_religion,GW Squared Gini,0,0,0,0,0,0
Contraceptive,wifes_religion,LS Chi Square,0,0,0,0,0,0
Contraceptive,wifes_religion,LS Squared Gini,0,0,0,0,0,0
Contraceptive,wifes_religion,Twoing,0,0,0,0,0,0
Contraceptive with Aggreg,aggreg_education,GW Chi Square,0,0,0,3,3,3
Contraceptive with Aggreg,aggreg_education,GW Squared Gini,3,3,2,0,0,0
Contraceptive with Aggreg,aggreg_education,LS Chi Square,0,0,0,3,3,3
Contraceptive with Aggreg,aggreg_education,LS Squared Gini,3,3,2,0,0,0
Contraceptive with Aggreg,aggreg_education,Twoing,2,2,2,2,2,0
Contraceptive with Aggreg,aggreg_working_occupation_sol,GW Chi Square,2,2,0,0,0,2
Contraceptive with Aggreg,aggreg_working_occupation_sol,GW Squared Gini,0,0,2,1,1,0
Contraceptive with Aggreg,aggreg_working_occupation_sol,LS Chi Square,1,1,0,0,0,1
Contraceptive with Aggreg,aggreg_working_occupation_sol,LS Squared Gini,1,1,0,0,0,2
Contraceptive with Aggreg,aggreg_working_occupation_sol,Twoing,0,0,3,3,3,0
Contraceptive with Aggreg,husbands_education,GW Chi Square,0,0,0,0,0,0
Contraceptive with Aggreg,husbands_education,GW Squared Gini,0,0,0,0,0,0
Contraceptive with Aggreg,husbands_education,LS Chi Square,0,0,0,0,0,0
Contraceptive with Aggreg,husbands_education,LS Squared Gini,0,0,0,0,0,0
Contraceptive with Aggreg,husbands_education,Twoing,0,0,0,0,0,0
Contraceptive with Aggreg,husbands_occupation,GW Chi Square,0,0,2,1,1,0
Contraceptive with Aggreg,husbands_occupation,GW Squared Gini,3,3,0,0,0,3
Contraceptive with Aggreg,husbands_occupation,LS Chi Square,0,0,2,1,1,0
Contraceptive with Aggreg,husbands_occupation,LS Squared Gini,0,0,0,0,0,3
Contraceptive with Aggreg,husbands_occupation,Twoing,0,0,2,1,1,0
Contraceptive with Aggreg,media_exposure,GW Chi Square,0,0,0,0,0,0
Contraceptive with Aggreg,media_exposure,GW Squared Gini,0,0,0,0,0,0
Contraceptive with Aggreg,media_exposure,LS Chi Square,0,0,0,0,0,0
Contraceptive with Aggreg,media_exposure,LS Squared Gini,0,0,0,0,0,0
Contraceptive with Aggreg,media_exposure,Twoing,0,0,0,0,0,0
Contraceptive with Aggreg,standard_of_living_index,GW Chi Square,0,0,0,0,0,0
Contraceptive with Aggreg,standard_of_living_index,GW Squared Gini,0,0,0,0,0,0
Contraceptive with Aggreg,standard_of_living_index,LS Chi Square,0,0,0,0,0,0
Contraceptive with Aggreg,standard_of_living_index,LS Squared Gini,0,0,0,0,0,0
Contraceptive with Aggreg,standard_of_living_index,Twoing,0,0,0,0,0,0
Contraceptive with Aggreg,wife_is_working,GW Chi Square,0,0,0,0,0,0
Contraceptive with Aggreg,wife_is_working,GW Squared Gini,0,0,0,0,0,0
Contraceptive with Aggreg,wife_is_working,LS Chi Square,0,0,0,0,0,0
Contraceptive with Aggreg,wife_is_working,LS Squared Gini,0,0,0,0,0,0
Contraceptive with Aggreg,wife_is_working,Twoing,0,0,0,0,0,0
Contraceptive with Aggreg,wifes_education,GW Chi Square,1,1,1,2,2,1
Contraceptive with Aggreg,wifes_education,GW Squared Gini,3,3,1,0,0,1
Contraceptive with Aggreg,wifes_education,LS Chi Square,0,0,1,4,4,1
Contraceptive with Aggreg,wifes_education,LS Squared Gini,1,1,0,2,2,4
Contraceptive with Aggreg,wifes_education,Twoing,3,3,4,0,0,0
Contraceptive with Aggreg,wifes_religion,GW Chi Square,0,0,0,0,0,0
Contraceptive with Aggreg,wifes_religion,GW Squared Gini,0,0,0,0,0,0
Contraceptive with Aggreg,wifes_religion,LS Chi Square,0,0,0,0,0,0
Contraceptive with Aggreg,wifes_religion,LS Squared Gini,0,0,0,0,0,0
Contraceptive with Aggreg,wifes_religion,Twoing,0,0,0,0,0,0
Cover Type,soil_type_1,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_1,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_1,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_1,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_1,Twoing,0,0,0,0,0,0
Cover Type,soil_type_10,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_10,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_10,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_10,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_10,Twoing,0,0,0,0,0,0
Cover Type,soil_type_11,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_11,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_11,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_11,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_11,Twoing,0,0,0,0,0,0
Cover Type,soil_type_12,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_12,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_12,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_12,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_12,Twoing,0,0,0,0,0,0
Cover Type,soil_type_13,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_13,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_13,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_13,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_13,Twoing,0,0,0,0,0,0
Cover Type,soil_type_14,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_14,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_14,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_14,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_14,Twoing,0,0,0,0,0,0
Cover Type,soil_type_16,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_16,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_16,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_16,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_16,Twoing,0,0,0,0,0,0
Cover Type,soil_type_17,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_17,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_17,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_17,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_17,Twoing,0,0,0,0,0,0
Cover Type,soil_type_18,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_18,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_18,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_18,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_18,Twoing,0,0,0,0,0,0
Cover Type,soil_type_19,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_19,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_19,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_19,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_19,Twoing,0,0,0,0,0,0
Cover Type,soil_type_2,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_2,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_2,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_2,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_2,Twoing,0,0,0,0,0,0
Cover Type,soil_type_20,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_20,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_20,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_20,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_20,Twoing,0,0,0,0,0,0
Cover Type,soil_type_21,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_21,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_21,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_21,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_21,Twoing,0,0,0,0,0,0
Cover Type,soil_type_22,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_22,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_22,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_22,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_22,Twoing,0,0,0,0,0,0
Cover Type,soil_type_23,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_23,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_23,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_23,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_23,Twoing,0,0,0,0,0,0
Cover Type,soil_type_24,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_24,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_24,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_24,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_24,Twoing,0,0,0,0,0,0
Cover Type,soil_type_25,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_25,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_25,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_25,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_25,Twoing,0,0,0,0,0,0
Cover Type,soil_type_26,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_26,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_26,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_26,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_26,Twoing,0,0,0,0,0,0
Cover Type,soil_type_27,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_27,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_27,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_27,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_27,Twoing,0,0,0,0,0,0
Cover Type,soil_type_28,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_28,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_28,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_28,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_28,Twoing,0,0,0,0,0,0
Cover Type,soil_type_29,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_29,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_29,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_29,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_29,Twoing,0,0,0,0,0,0
Cover Type,soil_type_3,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_3,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_3,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_3,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_3,Twoing,0,0,0,0,0,0
Cover Type,soil_type_30,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_30,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_30,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_30,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_30,Twoing,0,0,0,0,0,0
Cover Type,soil_type_31,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_31,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_31,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_31,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_31,Twoing,0,0,0,0,0,0
Cover Type,soil_type_32,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_32,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_32,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_32,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_32,Twoing,0,0,0,0,0,0
Cover Type,soil_type_33,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_33,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_33,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_33,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_33,Twoing,0,0,0,0,0,0
Cover Type,soil_type_34,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_34,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_34,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_34,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_34,Twoing,0,0,0,0,0,0
Cover Type,soil_type_35,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_35,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_35,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_35,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_35,Twoing,0,0,0,0,0,0
Cover Type,soil_type_36,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_36,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_36,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_36,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_36,Twoing,0,0,0,0,0,0
Cover Type,soil_type_37,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_37,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_37,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_37,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_37,Twoing,0,0,0,0,0,0
Cover Type,soil_type_38,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_38,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_38,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_38,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_38,Twoing,0,0,0,0,0,0
Cover Type,soil_type_39,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_39,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_39,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_39,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_39,Twoing,0,0,0,0,0,0
Cover Type,soil_type_4,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_4,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_4,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_4,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_4,Twoing,0,0,0,0,0,0
Cover Type,soil_type_40,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_40,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_40,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_40,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_40,Twoing,0,0,0,0,0,0
Cover Type,soil_type_5,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_5,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_5,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_5,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_5,Twoing,0,0,0,0,0,0
Cover Type,soil_type_6,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_6,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_6,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_6,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_6,Twoing,0,0,0,0,0,0
Cover Type,soil_type_7,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_7,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_7,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_7,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_7,Twoing,0,0,0,0,0,0
Cover Type,soil_type_8,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_8,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_8,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_8,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_8,Twoing,0,0,0,0,0,0
Cover Type,soil_type_9,GW Chi Square,0,0,0,0,0,0
Cover Type,soil_type_9,GW Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_9,LS Chi Square,0,0,0,0,0,0
Cover Type,soil_type_9,LS Squared Gini,0,0,0,0,0,0
Cover Type,soil_type_9,Twoing,0,0,0,0,0,0
Cover Type,wilderness_area_1,GW Chi Square,0,0,0,0,0,0
Cover Type,wilderness_area_1,GW Squared Gini,0,0,0,0,0,0
Cover Type,wilderness_area_2,GW Chi Square,3,3,3,0,0,0
Cover Type,wilderness_area_2,GW Squared Gini,3,3,3,0,0,0
Cover Type,wilderness_area_2,LS Chi Square,0,0,0,2,2,2
Cover Type,wilderness_area_2,LS Squared Gini,0,0,0,2,2,2
Cover Type,wilderness_area_2,Twoing,0,0,0,2,2,2
Cover Type,wilderness_area_3,GW Chi Square,0,0,0,3,3,3
Cover Type,wilderness_area_3,GW Squared Gini,0,0,0,3,3,3
Cover Type,wilderness_area_3,LS Chi Square,2,2,2,0,0,0
Cover Type,wilderness_area_3,LS Squared Gini,2,2,2,0,0,0
Cover Type,wilderness_area_3,Twoing,2,2,2,0,0,0
Cover Type,wilderness_area_4,GW Chi Square,3,3,3,0,0,0
Cover Type,wilderness_area_4,GW Squared Gini,3,3,3,0,0,0
Cover Type,wilderness_area_4,LS Chi Square,0,0,0,2,2,2
Cover Type,wilderness_area_4,LS Squared Gini,0,0,0,2,2,2
Cover Type,wilderness_area_4,Twoing,0,0,0,2,2,2
Cover Type with Aggreg,soil_type_1,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_1,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_1,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_1,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_1,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_10,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_10,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_10,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_10,LS Squared Gini,0,0,0,0,0,0
